"symbol"	"log2fc"	"pv"	"fdr"	"dataset_id"	"dataset_annot"
"EGLN3"	3.4353473	0.0021124	0.322	"GSE781"	"renal_cell_carcinoma"
"ANGPTL4"	3.3715442	0.0155665	0.426	"GSE781"	"renal_cell_carcinoma"
"FAM26F"	3.1069495	0.0056953	0.359	"GSE781"	"renal_cell_carcinoma"
"ITGA4"	3.0682432	0.0004684	0.322	"GSE781"	"renal_cell_carcinoma"
"KCCAT333"	3.0147521	0.02576	0.461	"GSE781"	"renal_cell_carcinoma"
"KISS1R"	2.8251432	0.0021771	0.322	"GSE781"	"renal_cell_carcinoma"
"ST8SIA4"	2.8003495	0.0151502	0.424	"GSE781"	"renal_cell_carcinoma"
"UBE2QL1"	2.6593586	0.005018	0.357	"GSE781"	"renal_cell_carcinoma"
"GAS2L3"	2.6481232	7.79e-05	0.261	"GSE781"	"renal_cell_carcinoma"
"CDCA7L"	2.5598212	0.0146558	0.422	"GSE781"	"renal_cell_carcinoma"
"TAGAP"	2.5440491	0.0008287	0.322	"GSE781"	"renal_cell_carcinoma"
"COL23A1"	2.5068169	0.0054371	0.359	"GSE781"	"renal_cell_carcinoma"
"MYEOV"	2.4971044	0.0022585	0.322	"GSE781"	"renal_cell_carcinoma"
"ADAP2"	2.4663652	0.0007713	0.322	"GSE781"	"renal_cell_carcinoma"
"ENPP3"	2.4325454	0.0016308	0.322	"GSE781"	"renal_cell_carcinoma"
"PACRGL"	2.4310916	4.95e-05	0.261	"GSE781"	"renal_cell_carcinoma"
"SLC9A9"	2.4307258	1.49e-05	0.162	"GSE781"	"renal_cell_carcinoma"
"KIAA1462"	2.3921124	0.0001924	0.306	"GSE781"	"renal_cell_carcinoma"
"GJC1"	2.3903749	0.0047168	0.357	"GSE781"	"renal_cell_carcinoma"
"STAMBPL1"	2.358626	0.0002563	0.318	"GSE781"	"renal_cell_carcinoma"
"NETO2"	2.3464227	0.0019009	0.322	"GSE781"	"renal_cell_carcinoma"
"FLT1"	2.3460017	0.0024756	0.322	"GSE781"	"renal_cell_carcinoma"
"FERMT3"	2.3186368	0.0012163	0.322	"GSE781"	"renal_cell_carcinoma"
"CD36"	2.3181772	0.0240145	0.457	"GSE781"	"renal_cell_carcinoma"
"KLF3"	2.2943314	0.0015397	0.322	"GSE781"	"renal_cell_carcinoma"
"ANO4"	2.2931985	0.0149108	0.422	"GSE781"	"renal_cell_carcinoma"
"NNMT"	2.2494028	0.0123397	0.416	"GSE781"	"renal_cell_carcinoma"
"GALNT12"	2.21943	0.0008269	0.322	"GSE781"	"renal_cell_carcinoma"
"SCN4B"	2.2167819	0.0179547	0.437	"GSE781"	"renal_cell_carcinoma"
"FAM26F"	2.182154	0.0199208	0.438	"GSE781"	"renal_cell_carcinoma"
"CLEC14A"	2.1806681	0.0067618	0.371	"GSE781"	"renal_cell_carcinoma"
"C1orf162"	2.1633089	0.0004191	0.318	"GSE781"	"renal_cell_carcinoma"
"FZD1"	2.1574318	0.0032411	0.33	"GSE781"	"renal_cell_carcinoma"
"POLH"	2.1429291	0.0023217	0.322	"GSE781"	"renal_cell_carcinoma"
"HOTAIR"	2.1336546	0.0161833	0.43	"GSE781"	"renal_cell_carcinoma"
"FLT1"	2.1265416	0.0012914	0.322	"GSE781"	"renal_cell_carcinoma"
"C4orf47"	2.1167887	0.0182106	0.437	"GSE781"	"renal_cell_carcinoma"
"PDK1"	2.109611	0.010057	0.405	"GSE781"	"renal_cell_carcinoma"
"S1PR5"	2.0973602	0.0026041	0.322	"GSE781"	"renal_cell_carcinoma"
"AKNA"	2.0870771	0.0252468	0.46	"GSE781"	"renal_cell_carcinoma"
"PYHIN1"	2.079168	0.0020058	0.322	"GSE781"	"renal_cell_carcinoma"
"GLUL"	2.0689969	0.0018194	0.322	"GSE781"	"renal_cell_carcinoma"
"C1QC"	2.0615303	0.0050642	0.357	"GSE781"	"renal_cell_carcinoma"
"MS4A6A"	2.0585936	0.0043797	0.352	"GSE781"	"renal_cell_carcinoma"
"PRELID2"	2.0508516	0.0453507	0.498	"GSE781"	"renal_cell_carcinoma"
"YBX3"	2.0373275	0.0028195	0.322	"GSE781"	"renal_cell_carcinoma"
"KIF14"	2.0366072	0.0008392	0.322	"GSE781"	"renal_cell_carcinoma"
"APBB1IP"	2.0245059	0.0011557	0.322	"GSE781"	"renal_cell_carcinoma"
"ADCY5"	2.0157066	0.0199443	0.438	"GSE781"	"renal_cell_carcinoma"
"NIN"	2.0134187	0.0017295	0.322	"GSE781"	"renal_cell_carcinoma"
"TTC39C"	1.9972423	0.0024006	0.322	"GSE781"	"renal_cell_carcinoma"
"ST8SIA4"	1.992205	0.0470502	0.503	"GSE781"	"renal_cell_carcinoma"
"PARPBP"	1.9882248	0.0158451	0.428	"GSE781"	"renal_cell_carcinoma"
"C1orf27"	1.984556	0.0038356	0.341	"GSE781"	"renal_cell_carcinoma"
"SLFN11"	1.9785315	0.0008795	0.322	"GSE781"	"renal_cell_carcinoma"
"PRND"	1.9743601	0.0064401	0.368	"GSE781"	"renal_cell_carcinoma"
"C10orf99"	1.9684376	0.0076346	0.383	"GSE781"	"renal_cell_carcinoma"
"LOC100509445///LOC728715///OVOS///OVOS2"	1.9559503	0.0059419	0.364	"GSE781"	"renal_cell_carcinoma"
"NUF2"	1.9444478	0.0003048	0.318	"GSE781"	"renal_cell_carcinoma"
"PLAC9"	1.9289102	0.0489879	0.507	"GSE781"	"renal_cell_carcinoma"
"IKZF1"	1.922463	0.012329	0.416	"GSE781"	"renal_cell_carcinoma"
"FRG1JP"	1.9208778	0.0024067	0.322	"GSE781"	"renal_cell_carcinoma"
"KCNJ5"	1.914504	0.0003002	0.318	"GSE781"	"renal_cell_carcinoma"
"TNFSF8"	1.8948566	0.0321101	0.476	"GSE781"	"renal_cell_carcinoma"
"MS4A7"	1.8756151	0.0032885	0.332	"GSE781"	"renal_cell_carcinoma"
"ASAP1"	1.857453	0.0008797	0.322	"GSE781"	"renal_cell_carcinoma"
"MIR34A"	1.8420469	0.0292632	0.469	"GSE781"	"renal_cell_carcinoma"
"ARHGAP9"	1.8292206	0.0073469	0.38	"GSE781"	"renal_cell_carcinoma"
"C19orf33"	1.8210301	0.0337953	0.476	"GSE781"	"renal_cell_carcinoma"
"PLBD2"	1.819464	0.0010966	0.322	"GSE781"	"renal_cell_carcinoma"
"PARVG"	1.8170845	0.0004025	0.318	"GSE781"	"renal_cell_carcinoma"
"ITPRIP"	1.8105835	0.0001652	0.288	"GSE781"	"renal_cell_carcinoma"
"ST8SIA4"	1.8040832	0.0210067	0.44	"GSE781"	"renal_cell_carcinoma"
"AFAP1L1"	1.7952225	0.0036969	0.339	"GSE781"	"renal_cell_carcinoma"
"TMOD2"	1.7916233	0.0094954	0.4	"GSE781"	"renal_cell_carcinoma"
"TNFSF13B"	1.7885031	0.00102	0.322	"GSE781"	"renal_cell_carcinoma"
"BHLHA15"	1.7854951	0.0061738	0.367	"GSE781"	"renal_cell_carcinoma"
"NR3C1"	1.7817418	0.0131641	0.417	"GSE781"	"renal_cell_carcinoma"
"RBP7"	1.7796965	0.0198934	0.438	"GSE781"	"renal_cell_carcinoma"
"PUS7L"	1.7780966	0.0073822	0.38	"GSE781"	"renal_cell_carcinoma"
"FUT11"	1.7748991	0.0005446	0.322	"GSE781"	"renal_cell_carcinoma"
"ZC3HAV1L"	1.7741597	0.0187314	0.438	"GSE781"	"renal_cell_carcinoma"
"ZNF616"	1.7738456	0.001688	0.322	"GSE781"	"renal_cell_carcinoma"
"GAS2L3"	1.7691186	0.0016234	0.322	"GSE781"	"renal_cell_carcinoma"
"TOX2"	1.7594663	0.0330855	0.476	"GSE781"	"renal_cell_carcinoma"
"LOC729966///PDE4C"	1.7587243	0.0071097	0.378	"GSE781"	"renal_cell_carcinoma"
"LOC101927933///LRRC8C"	1.7586126	0.0130447	0.417	"GSE781"	"renal_cell_carcinoma"
"PPP1R18"	1.758386	0.0030895	0.325	"GSE781"	"renal_cell_carcinoma"
"FCRL5"	1.7497085	0.0387845	0.489	"GSE781"	"renal_cell_carcinoma"
"CTSS"	1.7460488	0.0029288	0.324	"GSE781"	"renal_cell_carcinoma"
"NAV1"	1.7358075	0.0118336	0.416	"GSE781"	"renal_cell_carcinoma"
"LIN28B"	1.7334134	0.0084966	0.391	"GSE781"	"renal_cell_carcinoma"
"ARSI"	1.7331238	0.0010564	0.322	"GSE781"	"renal_cell_carcinoma"
"SMAD9"	1.7266543	0.0024664	0.322	"GSE781"	"renal_cell_carcinoma"
"KIAA1109"	1.7108624	0.001355	0.322	"GSE781"	"renal_cell_carcinoma"
"CDCA2"	1.7008969	0.0003506	0.318	"GSE781"	"renal_cell_carcinoma"
"PAG1"	1.6997365	0.0205705	0.44	"GSE781"	"renal_cell_carcinoma"
"MS4A6A"	1.6887791	0.0137559	0.419	"GSE781"	"renal_cell_carcinoma"
"CXorf36"	1.6831828	0.0009699	0.322	"GSE781"	"renal_cell_carcinoma"
"CYP4F62P"	1.6828469	0.0321826	0.476	"GSE781"	"renal_cell_carcinoma"
"WDFY4"	1.6734543	0.0009831	0.322	"GSE781"	"renal_cell_carcinoma"
"ENPP3"	1.6716414	0.003415	0.335	"GSE781"	"renal_cell_carcinoma"
"FAM198B"	1.6691472	0.003955	0.342	"GSE781"	"renal_cell_carcinoma"
"LRP8"	1.6681316	0.014177	0.422	"GSE781"	"renal_cell_carcinoma"
"GJC1"	1.6656556	0.0203061	0.438	"GSE781"	"renal_cell_carcinoma"
"ZNF738"	1.6647044	0.0039112	0.342	"GSE781"	"renal_cell_carcinoma"
"GUCY1A3"	1.6640777	0.0409658	0.493	"GSE781"	"renal_cell_carcinoma"
"TNFSF13B"	1.662278	0.0112601	0.414	"GSE781"	"renal_cell_carcinoma"
"EPHX4"	1.6495848	0.0176024	0.437	"GSE781"	"renal_cell_carcinoma"
"LOC374443"	1.6467662	0.0059591	0.364	"GSE781"	"renal_cell_carcinoma"
"SMG9"	1.6452096	0.0055128	0.359	"GSE781"	"renal_cell_carcinoma"
"ARL6IP6"	1.6447305	0.0013843	0.322	"GSE781"	"renal_cell_carcinoma"
"SMG7"	1.6392113	0.0001427	0.288	"GSE781"	"renal_cell_carcinoma"
"PCDH17"	1.6382319	0.0081076	0.387	"GSE781"	"renal_cell_carcinoma"
"SPATS2"	1.636748	0.0164382	0.431	"GSE781"	"renal_cell_carcinoma"
"CRNDE"	1.6297266	0.0227336	0.448	"GSE781"	"renal_cell_carcinoma"
"NUDT4"	1.629568	5.83e-05	0.261	"GSE781"	"renal_cell_carcinoma"
"GABRD"	1.6276071	0.0307113	0.475	"GSE781"	"renal_cell_carcinoma"
"FBXO32"	1.6266967	0.0009832	0.322	"GSE781"	"renal_cell_carcinoma"
"PLD1"	1.6163167	0.0235544	0.454	"GSE781"	"renal_cell_carcinoma"
"CD84"	1.6161233	0.0188314	0.438	"GSE781"	"renal_cell_carcinoma"
"FBXL16"	1.6145842	0.0113147	0.414	"GSE781"	"renal_cell_carcinoma"
"ITGB2-AS1"	1.6103772	0.0391813	0.489	"GSE781"	"renal_cell_carcinoma"
"EBF2"	1.6074225	0.0039112	0.342	"GSE781"	"renal_cell_carcinoma"
"NSUN3"	1.599248	0.0356999	0.482	"GSE781"	"renal_cell_carcinoma"
"SGPP2"	1.5973832	0.0211238	0.44	"GSE781"	"renal_cell_carcinoma"
"LOC100287497"	1.5933965	0.0150468	0.424	"GSE781"	"renal_cell_carcinoma"
"ENTPD1"	1.5924159	0.025539	0.46	"GSE781"	"renal_cell_carcinoma"
"FBXO16///ZNF395"	1.5882502	0.007179	0.379	"GSE781"	"renal_cell_carcinoma"
"BMPR2"	1.5858281	0.0031795	0.329	"GSE781"	"renal_cell_carcinoma"
"MRVI1"	1.5841583	0.0262723	0.462	"GSE781"	"renal_cell_carcinoma"
"CCDC74B///CCDC74A"	1.5830821	0.0187396	0.438	"GSE781"	"renal_cell_carcinoma"
"MS4A4A"	1.57937	0.046811	0.502	"GSE781"	"renal_cell_carcinoma"
"CPNE5"	1.576587	0.0147206	0.422	"GSE781"	"renal_cell_carcinoma"
"WDR7"	1.5728918	0.0003207	0.318	"GSE781"	"renal_cell_carcinoma"
"SLC15A4"	1.572183	0.0027249	0.322	"GSE781"	"renal_cell_carcinoma"
"IRX3"	1.5710601	0.026531	0.462	"GSE781"	"renal_cell_carcinoma"
"GNB4"	1.5683226	0.0037738	0.339	"GSE781"	"renal_cell_carcinoma"
"LINC00521"	1.5663558	0.0017271	0.322	"GSE781"	"renal_cell_carcinoma"
"TRIB1"	1.5610189	0.0152446	0.424	"GSE781"	"renal_cell_carcinoma"
"RASA3"	1.5591261	0.0287356	0.469	"GSE781"	"renal_cell_carcinoma"
"COL8A1"	1.5583247	0.0253888	0.46	"GSE781"	"renal_cell_carcinoma"
"RNF138"	1.5496122	0.0016454	0.322	"GSE781"	"renal_cell_carcinoma"
"GHRLOS"	1.5458411	0.0051405	0.357	"GSE781"	"renal_cell_carcinoma"
"MEF2A"	1.5418585	0.001405	0.322	"GSE781"	"renal_cell_carcinoma"
"RASSF3"	1.5406593	0.002772	0.322	"GSE781"	"renal_cell_carcinoma"
"TMED3"	1.5371116	0.0426315	0.493	"GSE781"	"renal_cell_carcinoma"
"SLFN5"	1.5365121	0.0037798	0.339	"GSE781"	"renal_cell_carcinoma"
"MS4A6A"	1.5332501	0.020221	0.438	"GSE781"	"renal_cell_carcinoma"
"ANGPT2"	1.532022	0.0376893	0.486	"GSE781"	"renal_cell_carcinoma"
"LOC100128108"	1.5282884	0.0030512	0.325	"GSE781"	"renal_cell_carcinoma"
"DDX60L"	1.5244155	0.0089291	0.396	"GSE781"	"renal_cell_carcinoma"
"TMCC1"	1.5160092	0.0079478	0.385	"GSE781"	"renal_cell_carcinoma"
"LOC101928554"	1.513588	0.0468954	0.502	"GSE781"	"renal_cell_carcinoma"
"ANKRD44"	1.5100197	0.0145975	0.422	"GSE781"	"renal_cell_carcinoma"
"SEMA6A"	1.507431	0.0073598	0.38	"GSE781"	"renal_cell_carcinoma"
"CBL"	1.5017949	0.0030653	0.325	"GSE781"	"renal_cell_carcinoma"
"INTS10"	1.5005953	0.0143017	0.422	"GSE781"	"renal_cell_carcinoma"
"RIF1"	1.4996545	0.0025666	0.322	"GSE781"	"renal_cell_carcinoma"
"HAUS6"	1.4937661	0.0023886	0.322	"GSE781"	"renal_cell_carcinoma"
"RCSD1"	1.4930496	0.0179663	0.437	"GSE781"	"renal_cell_carcinoma"
"MS4A6A"	1.4808204	0.0068287	0.371	"GSE781"	"renal_cell_carcinoma"
"ATR"	1.4778867	0.0173992	0.437	"GSE781"	"renal_cell_carcinoma"
"TRIM69"	1.4770625	0.0201336	0.438	"GSE781"	"renal_cell_carcinoma"
"PCDH17"	1.4730694	0.0128083	0.416	"GSE781"	"renal_cell_carcinoma"
"PCSK6"	1.4699976	0.0477269	0.506	"GSE781"	"renal_cell_carcinoma"
"RBMS2"	1.4694877	0.0102922	0.407	"GSE781"	"renal_cell_carcinoma"
"LOC101928927///SNORA9///SNHG15"	1.4664139	0.0231052	0.449	"GSE781"	"renal_cell_carcinoma"
"MARCH1"	1.4653114	0.0009626	0.322	"GSE781"	"renal_cell_carcinoma"
"PCID2"	1.4650705	0.0018508	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC38A1"	1.4644011	0.0100339	0.405	"GSE781"	"renal_cell_carcinoma"
"FGF11"	1.4637787	0.023012	0.448	"GSE781"	"renal_cell_carcinoma"
"SEC61A1"	1.4606781	0.0092832	0.399	"GSE781"	"renal_cell_carcinoma"
"EGFR"	1.4586767	0.0119946	0.416	"GSE781"	"renal_cell_carcinoma"
"JUND"	1.4586202	0.0092883	0.399	"GSE781"	"renal_cell_carcinoma"
"HAUS6"	1.4551622	0.0303487	0.472	"GSE781"	"renal_cell_carcinoma"
"OGFRL1"	1.4489639	0.03679	0.485	"GSE781"	"renal_cell_carcinoma"
"SEMA5B"	1.4472581	0.0115134	0.414	"GSE781"	"renal_cell_carcinoma"
"RANBP9"	1.4398953	0.0338882	0.476	"GSE781"	"renal_cell_carcinoma"
"RGS18"	1.4301324	0.0103599	0.408	"GSE781"	"renal_cell_carcinoma"
"FAM72A///FAM72D///FAM72B///FAM72C"	1.4297945	0.0045192	0.353	"GSE781"	"renal_cell_carcinoma"
"IKBIP"	1.4290849	0.0419286	0.493	"GSE781"	"renal_cell_carcinoma"
"LPAR5"	1.4259104	0.0135255	0.418	"GSE781"	"renal_cell_carcinoma"
"CYSLTR1"	1.4223187	0.0039904	0.343	"GSE781"	"renal_cell_carcinoma"
"TMEM161B"	1.4201407	0.0009815	0.322	"GSE781"	"renal_cell_carcinoma"
"FXYD5"	1.4191762	0.002184	0.322	"GSE781"	"renal_cell_carcinoma"
"LOC101927027"	1.4189084	0.0327081	0.476	"GSE781"	"renal_cell_carcinoma"
"KCTD15"	1.4173555	0.006568	0.368	"GSE781"	"renal_cell_carcinoma"
"ZNF652"	1.4166829	0.0245061	0.457	"GSE781"	"renal_cell_carcinoma"
"NFIX"	1.41468	0.0169679	0.435	"GSE781"	"renal_cell_carcinoma"
"RUNX2"	1.4121683	0.0309326	0.475	"GSE781"	"renal_cell_carcinoma"
"MR1"	1.4065566	0.0145118	0.422	"GSE781"	"renal_cell_carcinoma"
"MIR155///MIR155HG"	1.4041555	0.0107001	0.411	"GSE781"	"renal_cell_carcinoma"
"CD84"	1.4020616	0.0073831	0.38	"GSE781"	"renal_cell_carcinoma"
"MPEG1"	1.4008153	0.0157474	0.427	"GSE781"	"renal_cell_carcinoma"
"KIZ"	1.4005665	0.0205243	0.44	"GSE781"	"renal_cell_carcinoma"
"SLC16A6"	1.3981905	0.0049166	0.357	"GSE781"	"renal_cell_carcinoma"
"TCAM1P"	1.3955976	0.0093688	0.399	"GSE781"	"renal_cell_carcinoma"
"MYNN"	1.3936653	0.0246904	0.457	"GSE781"	"renal_cell_carcinoma"
"FUT11"	1.392427	0.0053879	0.359	"GSE781"	"renal_cell_carcinoma"
"KLHL28"	1.3911405	0.0099364	0.404	"GSE781"	"renal_cell_carcinoma"
"LRRFIP2"	1.3879176	0.0249679	0.459	"GSE781"	"renal_cell_carcinoma"
"RIMKLA"	1.3866708	0.0184815	0.438	"GSE781"	"renal_cell_carcinoma"
"ZNF430"	1.3844388	0.0284912	0.469	"GSE781"	"renal_cell_carcinoma"
"EDIL3"	1.3837881	0.0317981	0.475	"GSE781"	"renal_cell_carcinoma"
"LOC154761"	1.3819616	0.0021998	0.322	"GSE781"	"renal_cell_carcinoma"
"GIMAP2"	1.3815536	0.0206537	0.44	"GSE781"	"renal_cell_carcinoma"
"LINC01426"	1.3769289	0.0260717	0.462	"GSE781"	"renal_cell_carcinoma"
"MS4A7"	1.3758571	0.0027924	0.322	"GSE781"	"renal_cell_carcinoma"
"CRNDE"	1.3702112	0.0209835	0.44	"GSE781"	"renal_cell_carcinoma"
"TCF19"	1.3651007	0.0264763	0.462	"GSE781"	"renal_cell_carcinoma"
"FLJ32255"	1.3636994	0.0081334	0.387	"GSE781"	"renal_cell_carcinoma"
"ZNF25"	1.361135	0.0001535	0.288	"GSE781"	"renal_cell_carcinoma"
"MIR4435-2HG"	1.355615	0.0446465	0.498	"GSE781"	"renal_cell_carcinoma"
"MARCKS"	1.354445	0.0050993	0.357	"GSE781"	"renal_cell_carcinoma"
"FBXO16///ZNF395"	1.3542946	0.0102065	0.406	"GSE781"	"renal_cell_carcinoma"
"CKAP2L"	1.3532294	0.0478922	0.506	"GSE781"	"renal_cell_carcinoma"
"NLGN1"	1.3519739	0.0146198	0.422	"GSE781"	"renal_cell_carcinoma"
"TOM1L2"	1.3489488	0.0207051	0.44	"GSE781"	"renal_cell_carcinoma"
"LAYN"	1.3489068	0.0040508	0.343	"GSE781"	"renal_cell_carcinoma"
"MIPEPP3"	1.3476401	0.0256691	0.461	"GSE781"	"renal_cell_carcinoma"
"FOXP2"	1.3474719	0.0164332	0.431	"GSE781"	"renal_cell_carcinoma"
"PREX2"	1.3464428	0.0393374	0.489	"GSE781"	"renal_cell_carcinoma"
"MRPL45P2"	1.3446576	0.0472324	0.504	"GSE781"	"renal_cell_carcinoma"
"KRBA1"	1.3395706	0.0170864	0.435	"GSE781"	"renal_cell_carcinoma"
"P2RY8"	1.3394461	0.0101715	0.406	"GSE781"	"renal_cell_carcinoma"
"ZNF566"	1.337157	0.0017044	0.322	"GSE781"	"renal_cell_carcinoma"
"MAML2"	1.3367463	0.012605	0.416	"GSE781"	"renal_cell_carcinoma"
"CBLN4"	1.3353906	0.041839	0.493	"GSE781"	"renal_cell_carcinoma"
"AFF3"	1.3347355	0.0175709	0.437	"GSE781"	"renal_cell_carcinoma"
"GBP1"	1.3332652	0.0062908	0.368	"GSE781"	"renal_cell_carcinoma"
"KIAA0930"	1.3328567	0.0188964	0.438	"GSE781"	"renal_cell_carcinoma"
"ZNF207"	1.3312867	0.04242	0.493	"GSE781"	"renal_cell_carcinoma"
"DCLK1"	1.3300198	0.0324123	0.476	"GSE781"	"renal_cell_carcinoma"
"PRRX1"	1.3275093	0.0337857	0.476	"GSE781"	"renal_cell_carcinoma"
"GLIPR1"	1.3252537	0.004568	0.354	"GSE781"	"renal_cell_carcinoma"
"RFESD"	1.3247363	0.0109379	0.411	"GSE781"	"renal_cell_carcinoma"
"CATSPERD"	1.3239164	0.0179339	0.437	"GSE781"	"renal_cell_carcinoma"
"NRP2"	1.3234378	0.0161669	0.43	"GSE781"	"renal_cell_carcinoma"
"TLR10"	1.3207344	0.022309	0.448	"GSE781"	"renal_cell_carcinoma"
"DNAJC18"	1.3205069	0.0007629	0.322	"GSE781"	"renal_cell_carcinoma"
"SH2D3C"	1.3179762	0.0244621	0.457	"GSE781"	"renal_cell_carcinoma"
"DGKH"	1.3175115	0.0030304	0.325	"GSE781"	"renal_cell_carcinoma"
"LOC102725271///NTM"	1.3122184	0.0181801	0.437	"GSE781"	"renal_cell_carcinoma"
"KLF8"	1.3092344	0.0415517	0.493	"GSE781"	"renal_cell_carcinoma"
"TTC26"	1.3050301	0.0193696	0.438	"GSE781"	"renal_cell_carcinoma"
"ASPH"	1.3018264	0.0138632	0.421	"GSE781"	"renal_cell_carcinoma"
"DSCAM"	1.3006565	0.0247812	0.458	"GSE781"	"renal_cell_carcinoma"
"MED30"	1.2995093	0.0134412	0.418	"GSE781"	"renal_cell_carcinoma"
"PPP1R3B"	1.2988504	0.0069968	0.375	"GSE781"	"renal_cell_carcinoma"
"SGO2"	1.2986831	0.0374575	0.485	"GSE781"	"renal_cell_carcinoma"
"INAFM2"	1.2959765	0.0066035	0.368	"GSE781"	"renal_cell_carcinoma"
"FYB"	1.2953333	0.0019379	0.322	"GSE781"	"renal_cell_carcinoma"
"DDR2"	1.2921946	0.0018472	0.322	"GSE781"	"renal_cell_carcinoma"
"MPEG1"	1.291702	0.0134676	0.418	"GSE781"	"renal_cell_carcinoma"
"ICE2"	1.2911249	0.0048193	0.357	"GSE781"	"renal_cell_carcinoma"
"GUCY1A3"	1.2909314	0.0140065	0.422	"GSE781"	"renal_cell_carcinoma"
"ZFAS1"	1.2906308	0.0060982	0.367	"GSE781"	"renal_cell_carcinoma"
"GUCY1A3"	1.2893087	0.0182708	0.437	"GSE781"	"renal_cell_carcinoma"
"HDAC9"	1.2880276	0.0257343	0.461	"GSE781"	"renal_cell_carcinoma"
"MS4A7"	1.2864508	0.0125059	0.416	"GSE781"	"renal_cell_carcinoma"
"CYB5B"	1.2860391	0.0082647	0.387	"GSE781"	"renal_cell_carcinoma"
"TBC1D10C"	1.2831027	0.0293067	0.469	"GSE781"	"renal_cell_carcinoma"
"ESF1"	1.2795725	0.0187149	0.438	"GSE781"	"renal_cell_carcinoma"
"FKBP14"	1.2782297	0.0045358	0.353	"GSE781"	"renal_cell_carcinoma"
"FRMPD3"	1.2780333	0.0183243	0.437	"GSE781"	"renal_cell_carcinoma"
"ZFAS1"	1.2735369	0.0055821	0.359	"GSE781"	"renal_cell_carcinoma"
"DCP2"	1.269184	0.0003207	0.318	"GSE781"	"renal_cell_carcinoma"
"GUSB"	1.2665061	0.0293301	0.469	"GSE781"	"renal_cell_carcinoma"
"ARHGAP42"	1.2661857	0.0390382	0.489	"GSE781"	"renal_cell_carcinoma"
"RHOJ"	1.2620172	0.0302119	0.472	"GSE781"	"renal_cell_carcinoma"
"EBF1"	1.2575585	0.0227434	0.448	"GSE781"	"renal_cell_carcinoma"
"GBP2"	1.2570919	0.0139801	0.422	"GSE781"	"renal_cell_carcinoma"
"HTATIP2"	1.2566189	0.027829	0.466	"GSE781"	"renal_cell_carcinoma"
"RD3"	1.2551716	0.0123055	0.416	"GSE781"	"renal_cell_carcinoma"
"CPNE2"	1.2546308	0.0144254	0.422	"GSE781"	"renal_cell_carcinoma"
"SCFD2"	1.2542935	0.0094338	0.399	"GSE781"	"renal_cell_carcinoma"
"ETS1"	1.2541578	0.0067675	0.371	"GSE781"	"renal_cell_carcinoma"
"BCAT1"	1.2539238	0.0120029	0.416	"GSE781"	"renal_cell_carcinoma"
"ITPRIPL2"	1.2526676	0.0078828	0.385	"GSE781"	"renal_cell_carcinoma"
"MAP1B"	1.252391	0.0343112	0.479	"GSE781"	"renal_cell_carcinoma"
"MAPKAP1"	1.2514949	0.0154352	0.426	"GSE781"	"renal_cell_carcinoma"
"MIF4GD"	1.2503005	0.0073311	0.38	"GSE781"	"renal_cell_carcinoma"
"EBF1"	1.248832	0.0125945	0.416	"GSE781"	"renal_cell_carcinoma"
"CARD8-AS1"	1.2476754	0.0487375	0.506	"GSE781"	"renal_cell_carcinoma"
"LOC729680"	1.2475063	0.0090654	0.396	"GSE781"	"renal_cell_carcinoma"
"RSRC1"	1.2467783	0.0430885	0.494	"GSE781"	"renal_cell_carcinoma"
"RASSF5"	1.2464578	0.0210916	0.44	"GSE781"	"renal_cell_carcinoma"
"RSAD2"	1.2432711	0.0033269	0.333	"GSE781"	"renal_cell_carcinoma"
"TAP2"	1.2425803	0.0024894	0.322	"GSE781"	"renal_cell_carcinoma"
"NRROS"	1.240646	0.0099337	0.404	"GSE781"	"renal_cell_carcinoma"
"RGCC"	1.2403155	0.0220256	0.447	"GSE781"	"renal_cell_carcinoma"
"CDCA7"	1.2381884	0.0222582	0.448	"GSE781"	"renal_cell_carcinoma"
"KCTD20"	1.2365789	0.0156044	0.426	"GSE781"	"renal_cell_carcinoma"
"SLC35G1"	1.2346562	0.0197153	0.438	"GSE781"	"renal_cell_carcinoma"
"LINC00396"	1.2318546	0.0171315	0.435	"GSE781"	"renal_cell_carcinoma"
"ZNF654"	1.2317281	0.0246771	0.457	"GSE781"	"renal_cell_carcinoma"
"NBPF20"	1.2294213	0.0044372	0.352	"GSE781"	"renal_cell_carcinoma"
"XRRA1"	1.2259612	0.0245498	0.457	"GSE781"	"renal_cell_carcinoma"
"CLEC2D"	1.2259465	0.0307767	0.475	"GSE781"	"renal_cell_carcinoma"
"DCAF10"	1.2226724	0.0399636	0.491	"GSE781"	"renal_cell_carcinoma"
"LOC100129034"	1.2199642	0.0036825	0.339	"GSE781"	"renal_cell_carcinoma"
"SIPA1L2"	1.219352	0.0264159	0.462	"GSE781"	"renal_cell_carcinoma"
"ZAK"	1.2145792	0.0021329	0.322	"GSE781"	"renal_cell_carcinoma"
"ZNF654"	1.2066753	0.0015293	0.322	"GSE781"	"renal_cell_carcinoma"
"NRARP"	1.2062207	0.0177326	0.437	"GSE781"	"renal_cell_carcinoma"
"STIM2"	1.2015521	0.0392173	0.489	"GSE781"	"renal_cell_carcinoma"
"COMMD5"	1.2008723	0.0198497	0.438	"GSE781"	"renal_cell_carcinoma"
